Lp.	MatID	xTime	xLoc	EnThick	ExThick	EnTens	ExTens	RollForce	FSlip	Daiameter	Rolled length for Work Rolls [m]	youngModulus	Backup roll dia.	Rolled length for Backup rolls	mu	torque	averageSigma	inputError	LubWFlUp	LubWFlLo	LubOilFlUp	LubOilFlLo	Work roll speed	
142	1939351	29.302	109.518	11.6665	8.0592	15.274	17.086	1222.98	7.7	796.36298	4103	216000	1501.276	1003729	0.262601553	42205.57383	180.167164	100	2345.875	2258.876	24.965	24.614	4.022	 
143	1939351	29.512	110.366	11.6629	8.0477	14.368	16.543	1208.41	7.7	796.36298	4103	216000	1501.276	1003729	0.258221594	41564.073	178.4375512	100	2320.75	2247.541	25.281	25.009	4.035	 
144	1939351	29.722	111.216	11.6561	8.0335	12.992	15.978	1192.34	7.5	796.36298	4103	216000	1501.276	1003729	0.237196921	41367.35195	180.427049	100	2302.807	2240.41	25.548	25.449	4.045	 
145	1939351	29.932	112.134	11.6877	8.0321	12.359	15.515	1189.77	7.6	796.36298	4103	216000	1501.276	1003729	0.240134908	41342.89839	177.9720569	100	2290.325	2238.301	25.869	25.507	4.053	 
146	1939351	30.128	112.988	11.6872	8.0328	11.346	15.535	1193.38	7.5	796.36298	4103	216000	1501.276	1003729	0.22914169	41021.94982	180.8154388	100	2288.351	2234.723	26.291	25.722	4.059	 
147	1939351	30.338	113.909	11.7121	8.0341	10.669	15.796	1191.46	7.5	796.36298	4103	216000	1501.276	1003729	0.224012506	40745.92963	181.1050726	100	2294.613	2236.959	26.104	26.035	4.063	 
148	1939351	30.548	114.765	11.7184	8.0345	11.998	16.356	1193.68	7.5	796.36298	4103	216000	1501.276	1003729	0.226759005	41259.43915	181.3882419	100	2323.961	2249.458	25.969	26.037	4.069	 
149	1939351	30.758	115.688	11.7135	8.0421	14.368	16.608	1196.48	7.4	796.36298	4103	216000	1501.276	1003729	0.229624386	42223.29082	182.7581444	100	2345.547	2257.993	25.949	26.095	4.073	 
150	1939351	30.954	116.546	11.7108	8.0381	16.058	16.433	1192.28	7.5	796.36298	4103	216000	1501.276	1003729	0.243286374	42856.08078	179.4197293	100	2362.592	2266.523	26.01	26.458	4.081	 
151	1939351	31.164	117.405	11.7138	8.0413	17.332	16.308	1190.85	7.4	796.36298	4103	216000	1501.276	1003729	0.241618532	43395.69699	180.3462311	100	2379.879	2276.466	25.599	26.484	4.085	 
152	1939351	31.374	118.332	11.688	8.0422	17.354	15.91	1193.04	7.3	796.36298	4103	216000	1501.276	1003729	0.23813367	43430.07766	182.1208489	100	2386.202	2277.429	25.72	26.219	4.093	 
153	1939351	31.584	119.194	11.6777	8.0481	16.271	15.317	1195.92	7.4	796.36298	4103	216000	1501.276	1003729	0.244647095	42428.71236	180.5315306	100	2380.899	2273.794	25.815	26.412	4.098	 
154	1939351	31.794	120.057	11.646	8.0549	14.585	15.082	1199.51	7.4	796.36298	4103	216000	1501.276	1003729	0.242895996	42346.6253	181.5297951	100	2367.434	2265.429	26.119	26.292	4.099	 
155	1939351	31.99	120.987	11.6513	8.0488	13.334	14.851	1192.27	7.4	796.36298	4103	216000	1501.276	1003729	0.237446932	41716.97477	180.8479482	100	2337.976	2252.673	26.581	26.411	4.103	 
156	1939351	32.2	121.851	11.6534	8.0469	13.559	15.381	1190.04	7.5	796.36298	4103	216000	1501.276	1003729	0.243628625	40934.52418	179.1645858	100	2312.19	2247.116	26.944	26.615	4.106	 
157	1939351	32.41	122.716	11.6614	8.0444	13.822	16.517	1187.49	7.5	796.36298	4103	216000	1501.276	1003729	0.240106694	41376.14798	179.9079525	100	2291.517	2238.777	26.853	26.855	4.113	 
158	1939351	32.62	123.65	11.7025	8.0497	13.4	16.636	1194.34	7.4	796.36298	4103	216000	1501.276	1003729	0.227936365	41616.45631	182.9539936	100	2287.676	2232.285	26.789	26.901	4.123	 
159	1939351	32.816	124.518	11.7307	8.0537	12.26	15.825	1202.19	7.3	796.36298	4103	216000	1501.276	1003729	0.217829918	41784.91961	185.4446157	100	2291.841	2238.066	27.137	26.558	4.129	 
160	1939351	33.026	125.388	11.7463	8.0678	11.518	16.304	1215.79	7.6	796.36298	4103	216000	1501.276	1003729	0.233845331	41745.94473	182.5047523	100	2312.829	2246.909	27.092	26.765	4.134	 
161	1939351	33.222	126.259	11.7598	8.0865	11.643	16.442	1227.93	7.5	796.36298	4103	216000	1501.276	1003729	0.228274851	42130.12629	186.0399557	100	2341.291	2253.778	27.029	26.827	4.133	 
162	1939351	33.446	127.129	11.7501	8.1077	12.652	16.415	1234.89	7.7	796.36298	4103	216000	1501.276	1003729	0.251423418	41886.02525	182.4158389	100	2358.083	2259.703	26.851	26.986	4.139	 
163	1939351	33.642	128.069	11.7413	8.1076	12.708	16.581	1231.72	7.5	796.36298	4103	216000	1501.276	1003729	0.236608543	42417.99064	186.1351295	100	2359.431	2262.222	26.761	27.185	4.146	 
164	1939351	33.852	128.942	11.7139	8.091	13.242	17.309	1217.9	7.4	796.36298	4103	216000	1501.276	1003729	0.229743989	41930.43155	186.8501806	100	2360.411	2259.211	26.274	27.27	4.15	 
165	1939351	34.048	129.816	11.6734	8.063	14.445	17.512	1199.59	7.4	796.36298	4103	216000	1501.276	1003729	0.23374177	41716.33202	184.1580062	100	2360.921	2260.31	25.896	26.987	4.161	 
166	1939351	34.258	130.761	11.6531	8.033	15.678	17.561	1173.67	7.3	796.36298	4103	216000	1501.276	1003729	0.229461421	41459.50342	182.0716905	100	2363.233	2260.341	26.134	26.485	4.173	 
167	1939351	34.468	131.64	11.6519	8.016	16.319	17.361	1157.55	7.3	796.36298	4103	216000	1501.276	1003729	0.230595954	41362.03864	179.3634131	100	2333.675	2251.503	26.453	26.573	4.185	 
168	1939351	34.664	132.523	11.6383	8.0077	15.725	17.064	1151.16	7.3	796.36298	4103	216000	1501.276	1003729	0.229460506	40950.87835	178.4501155	100	2317.679	2240.647	26.699	26.63	4.194	 
169	1939351	34.874	133.474	11.6398	8.0182	14.817	15.667	1156.27	7.3	796.36298	4103	216000	1501.276	1003729	0.231122093	41073.19436	178.0482213	100	2304.714	2237.125	27.191	26.306	4.202	 
170	1939351	35.084	134.359	11.6337	8.0178	13.829	15.151	1154.88	7.1	796.36298	4103	216000	1501.276	1003729	0.216632492	40752.52686	181.3734813	100	2287.434	2234.149	27.4	26.368	4.206	 
171	1939351	35.294	135.245	11.6657	8.0231	13.28	14.904	1155.78	7.2	796.36298	4103	216000	1501.276	1003729	0.219684597	40768.03343	179.5659269	100	2295.713	2236.32	26.939	27.033	4.209	 
172	1939351	35.504	136.2	11.6987	8.0342	13.265	15.571	1164.48	7.3	796.36298	4103	216000	1501.276	1003729	0.222729225	40976.39477	179.5960539	100	2319.935	2246.809	27.521	26.742	4.212	 
173	1939351	35.714	137.155	11.7167	8.0452	12.771	16.267	1173.8	7.4	796.36298	4103	216000	1501.276	1003729	0.22517491	40902.8026	180.0022657	100	2349.297	2261.361	27.179	26.582	4.216	 
174	1939351	35.91	138.043	11.7235	8.039	11.983	15.857	1170.8	7.3	796.36298	4103	216000	1501.276	1003729	0.216002427	40682.19101	181.2955519	100	2373.604	2267.544	26.723	26.913	4.218	 
175	1939351	36.12	138.931	11.7229	8.031	12.722	15.669	1164.67	7.2	796.36298	4103	216000	1501.276	1003729	0.212367951	40909.13018	181.6693675	100	2384.529	2270.506	26.499	27.213	4.222	 
176	1939351	36.33	139.889	11.6928	8.029	14.316	15.565	1162.63	7.2	796.36298	4103	216000	1501.276	1003729	0.220126413	41373.07131	180.6686298	100	2383.407	2272.516	26.423	27.444	4.229	 
177	1939351	36.526	140.78	11.6786	8.038	15.454	15.283	1167.7	7.2	796.36298	4103	216000	1501.276	1003729	0.226999226	41954.51729	180.6089283	100	2374.345	2264.832	25.914	27.649	4.236	 
178	1939351	36.736	141.673	11.6608	8.0335	16.153	14.978	1161.85	7.2	796.36298	4103	216000	1501.276	1003729	0.231504627	42067.54639	179.2140494	100	2351.364	2255.144	26.104	27.299	4.24	 
179	1939351	36.946	142.634	11.6629	8.0178	15.375	14.663	1150.19	7.2	796.36298	4103	216000	1501.276	1003729	0.227617076	41551.78223	177.5845383	100	2322.021	2246.475	26.198	26.95	4.245	 
180	1939351	37.156	143.528	11.637	8.0212	15.12	14.909	1148.75	7.1	796.36298	4103	216000	1501.276	1003729	0.222069467	41165.26212	179.6548217	100	2308.709	2245.313	26.416	26.595	4.246	 
181	1939351	37.366	144.423	11.6482	8.0239	14.987	14.75	1146.42	7	796.36298	4103	216000	1501.276	1003729	0.215468018	41148.04399	180.9362443	100	2295.693	2243.492	26.546	26.411	4.251	 
182	1939351	37.576	145.387	11.6579	8.0327	14.448	14.721	1152.82	7.2	796.36298	4103	216000	1501.276	1003729	0.226359026	41110.36065	178.4045834	100	2289.526	2244.972	26.852	26.389	4.252	 
183	1939351	37.772	146.213	11.6779	8.0262	13.963	14.902	1146.68	7.2	796.36298	4103	216000	1501.276	1003729	0.221772858	40817.14462	177.9221927	100	2301.886	2245.153	26.64	26.143	4.254	 
184	1939351	37.982	147.177	11.6753	8.0221	13.722	16.068	1142.25	7.3	796.36298	4103	216000	1501.276	1003729	0.223742831	40236.67871	176.9333215	100	2326.777	2247.426	26.683	26.113	4.254	 
185	1939351	38.192	148.074	11.6904	8.0254	13.493	17.107	1144.85	7.2	796.36298	4103	216000	1501.276	1003729	0.213206428	40021.10867	180.2537782	100	2348.49	2254.491	26.935	26.341	4.257	 
186	1939351	38.388	148.97	11.6792	8.0412	13.2	17.238	1156.24	7.2	796.36298	4103	216000	1501.276	1003729	0.214289718	40065.88104	182.1703731	100	2374.767	2265.93	26.401	26.11	4.263	 
187	1939351	38.598	149.937	11.7016	8.0552	13.227	16.844	1161.39	7.3	796.36298	4103	216000	1501.276	1003729	0.221524001	40390.56851	180.5382302	100	2383.414	2267.386	25.697	26.046	4.266	 
188	1939351	38.808	150.836	11.7131	8.0528	13.693	16.993	1163.13	7.3	796.36298	4103	216000	1501.276	1003729	0.22155161	40687.52956	180.698247	100	2392.053	2265.772	25.359	26.174	4.269	 
189	1939351	39.018	151.735	11.7098	8.0779	14.748	16.928	1172.74	7.2	796.36298	4103	216000	1501.276	1003729	0.222403765	41305.41715	183.2607958	100	2388.166	2263.615	25.554	25.815	4.273	 
190	1939351	39.214	152.635	11.6966	8.0915	15.447	16.692	1173.52	7.1	796.36298	4103	216000	1501.276	1003729	0.221812519	41542.23537	184.6683854	100	2371.045	2258.445	24.81	25.852	4.281	 
191	1939351	39.424	153.606	11.7047	8.0738	15.994	16.628	1164.46	7.1	796.36298	4103	216000	1501.276	1003729	0.221423175	41658.87534	183.0306782	100	2341.2	2253.522	24.131	25.724	4.288	 
192	1939351	39.634	154.44	11.6912	8.0639	16.154	16.928	1158.35	7.1	796.36298	4103	216000	1501.276	1003729	0.22115165	41419.83541	182.4829838	100	2319.732	2245.406	23.972	25.018	4.294	 
193	1939351	39.83	155.414	11.6974	8.0528	15.29	16.388	1155.28	7.2	796.36298	4103	216000	1501.276	1003729	0.224025743	41197.40403	180.0517576	100	2298.467	2238.841	23.808	23.852	4.302	 
194	1939351	40.04	156.321	11.707	8.0609	13.715	16.052	1155.86	7.1	796.36298	4103	216000	1501.276	1003729	0.213476566	40672.16251	182.2237111	100	2289.784	2236.631	23.586	23.305	4.309	 
195	1939351	40.25	157.229	11.7268	8.0609	11.944	15.975	1158.37	7.1	796.36298	4103	216000	1501.276	1003729	0.20632169	40148.3063	183.2041534	100	2284.227	2235.567	23.13	23.004	4.313	 
196	1939351	40.446	158.137	11.73	8.0635	10.948	15.986	1161.04	7.1	796.36298	4103	216000	1501.276	1003729	0.203033776	39814.83161	184.038995	100	2287.4	2237.583	23.063	22.656	4.316	 
197	1939351	40.656	159.116	11.7244	8.0762	11.702	16.785	1164.07	7.3	796.36298	4103	216000	1501.276	1003729	0.216938911	39859.61783	181.4693828	100	2313.892	2246.967	23.015	22.318	4.319	 
198	1939351	40.866	160.025	11.7108	8.0732	13.07	17.589	1161	7.3	796.36298	4103	216000	1501.276	1003729	0.22039484	40046.28063	181.3284041	100	2351.252	2256.081	22.169	21.846	4.322	 
199	1939351	41.076	160.936	11.7029	8.0705	14.571	18.012	1160.91	7.1	796.36298	4103	216000	1501.276	1003729	0.212605535	40560.73995	184.7215999	100	2388.133	2261.486	22.214	21.731	4.331	 
200	1939351	41.286	161.849	11.6995	8.079	15.394	17.373	1161.17	7.1	796.36298	4103	216000	1501.276	1003729	0.218344329	41023.34786	183.686067	100	2399.662	2267.431	22.084	21.631	4.341	 
201	1939351	41.496	162.763	11.6739	8.0802	16.612	16.504	1159.13	7.1	796.36298	4103	216000	1501.276	1003729	0.227231689	41550.94476	181.9920682	100	2387.576	2270.801	21.293	21.228	4.346	 
202	1939351	41.706	163.679	11.6775	8.0715	16.852	15.338	1156.88	7.1	796.36298	4103	216000	1501.276	1003729	0.230062048	41990.03836	180.3055776	100	2381.623	2271.213	20.802	21.03	4.35	 
203	1939351	41.916	164.665	11.6735	8.0784	15.687	14.787	1156.95	7.1	796.36298	4103	216000	1501.276	1003729	0.228574529	41588.77771	180.2294977	100	2374.571	2267.945	20.219	20.87	4.351	 
204	1939351	42.112	165.581	11.6667	8.0708	14.034	14.928	1154.73	7.1	796.36298	4103	216000	1501.276	1003729	0.221768339	40779.28082	180.8458922	100	2348.735	2258.143	20.135	20.791	4.351	 
205	1939351	42.322	166.497	11.6755	8.0667	13.043	15.04	1152.58	7.1	796.36298	4103	216000	1501.276	1003729	0.216822362	40338.95029	181.0852512	100	2325.068	2256.127	19.755	20.481	4.348	 
206	1939351	42.532	167.412	11.7011	8.0569	12.784	14.98	1149.68	7.2	796.36298	4103	216000	1501.276	1003729	0.21924119	40351.29103	178.834343	100	2315.2	2249.801	18.866	20.53	4.346	 
207	1939351	42.728	168.327	11.7296	8.0605	12.776	15.56	1155.39	7.2	796.36298	4103	216000	1501.276	1003729	0.215827985	40521.84529	180.1756778	100	2310.572	2245.043	18.502	20.501	4.347	 
208	1939351	42.938	169.242	11.7555	8.076	13.011	15.752	1163.65	7.2	796.36298	4103	216000	1501.276	1003729	0.215924074	40900.85072	181.3202447	100	2302.4	2243.205	18.343	20.047	4.345	 
209	1939351	43.148	170.227	11.755	8.0778	12.934	15.963	1165.44	7.2	796.36298	4103	216000	1501.276	1003729	0.215312721	40853.17871	181.8402745	100	2301.976	2241.876	18.128	19.429	4.346	 
210	1939351	43.344	171.143	11.7691	8.0834	13.462	15.783	1168.65	7.1	796.36298	4103	216000	1501.276	1003729	0.211317525	41302.52201	183.5575086	100	2320.057	2247.375	17.715	18.465	4.347	 
211	1939351	43.554	172.058	11.7711	8.0896	14.543	15.694	1171.09	7.3	796.36298	4103	216000	1501.276	1003729	0.228118082	41808.20055	179.7318621	100	2340.441	2256.087	17.491	17.572	4.35	 
212	1939351	43.764	173.044	11.7698	8.0973	14.66	15.665	1174.42	7.2	796.36298	4103	216000	1501.276	1003729	0.223195301	41935.5124	181.9121163	100	2373.161	2267.59	17.312	16.909	4.351	 
213	1939351	43.96	173.961	11.7581	8.1086	14.748	15.78	1175.47	7.2	796.36298	4103	216000	1501.276	1003729	0.225502163	41832.9172	182.1688368	100	2387.924	2270.005	17.083	16.654	4.352	 
214	1939351	44.17	174.807	11.752	8.1044	15.384	16.323	1173.68	7.2	796.36298	4103	216000	1501.276	1003729	0.226372538	41877.50974	182.2274419	100	2391.758	2270.978	17.068	16.54	4.355	 
215	1939351	44.38	175.794	11.7272	8.1113	15.784	16.448	1174.5	7.3	796.36298	4103	216000	1501.276	1003729	0.237405774	41832.69902	180.5229018	100	2399.384	2271.235	16.684	16.495	4.357	 
216	1939351	44.576	176.712	11.7275	8.1182	16.711	16.874	1177.07	7.2	796.36298	4103	216000	1501.276	1003729	0.233448132	42159.66019	182.78319	100	2397.524	2271.66	16.191	16.466	4.361	 
217	1939351	44.786	177.631	11.7513	8.133	16.907	16.739	1185.89	7.2	796.36298	4103	216000	1501.276	1003729	0.234288033	42626.57356	183.6834718	100	2371.54	2270.937	15.836	16.133	4.367	 
218	1939351	44.996	178.551	11.7698	8.1443	15.657	15.819	1197	7.1	796.36298	4103	216000	1501.276	1003729	0.225148904	42774.15248	186.60337	100	2344.353	2265.973	15.951	15.834	4.368	 
219	1939351	45.192	179.47	11.7584	8.1528	14.228	15.238	1207.6	7.2	796.36298	4103	216000	1501.276	1003729	0.23022903	42535.62115	186.2241798	100	2322.816	2254.649	15.786	15.933	4.37	 
220	1939351	45.402	180.461	11.7745	8.1549	13.292	15.063	1207.13	7.3	796.36298	4103	216000	1501.276	1003729	0.23311142	42246.57591	184.4373206	100	2302.629	2249.642	15.284	15.636	4.37	 
221	1939351	45.612	181.381	11.7763	8.1599	12.509	15.401	1215.51	7.4	796.36298	4103	216000	1501.276	1003729	0.23672358	42052.09762	184.3935479	100	2299.213	2252.152	15.043	15.235	4.371	 
222	1939351	45.822	182.301	11.7754	8.1611	11.92	16.019	1216.56	7.2	796.36298	4103	216000	1501.276	1003729	0.219382118	41668.68198	189.3425994	100	2300.821	2254.712	14.558	14.767	4.371	 
223	1939351	46.018	183.221	11.7818	8.1495	12.157	16.103	1206.13	7.4	796.36298	4103	216000	1501.276	1003729	0.231455002	41495.70086	184.0727306	100	2311.631	2252.868	13.826	14.342	4.37	 
224	1939351	46.228	184.213	11.7585	8.1304	13.066	16.535	1189.92	7.4	796.36298	4103	216000	1501.276	1003729	0.233319808	41210.21401	182.0058887	100	2353.557	2258.407	13.028	14.011	4.373	 
225	1939351	46.438	185.133	11.7424	8.1208	14.263	16.32	1183.49	7.4	796.36298	4103	216000	1501.276	1003729	0.238853658	41535.83683	180.39348	100	2370.751	2267.951	12.877	13.71	4.373	 
226	1939351	46.648	186.054	11.7195	8.127	14.934	16.001	1185.1	7.3	796.36298	4103	216000	1501.276	1003729	0.238182976	41795.24629	181.8686532	100	2378.96	2276.255	12.696	13.238	4.376	 
227	1939351	46.858	187.046	11.685	8.137	15.798	16.301	1188.75	7.3	796.36298	4103	216000	1501.276	1003729	0.245642971	41916.60042	182.3405519	100	2386.573	2278.703	12.61	13.324	4.374	 
228	1939351	47.054	187.967	11.6601	8.1317	16.916	16.164	1183.89	7.4	796.36298	4103	216000	1501.276	1003729	0.261284552	41469.41627	178.9243569	100	2390.774	2274.653	12.21	13.081	4.375	 
229	1939351	47.264	188.888	11.6754	8.1378	17.535	16.347	1186.38	7.4	796.36298	4103	216000	1501.276	1003729	0.263202324	41815.91535	178.9656537	100	2377.658	2270.725	11.618	12.77	4.375	 
230	1939351	47.474	189.88	11.6703	8.154	15.979	15.652	1204.57	7.4	796.36298	4103	216000	1501.276	1003729	0.261813989	41792.06911	181.3393364	100	2353.422	2266.561	11.337	12.634	4.377	 
231	1939351	47.684	190.802	11.6685	8.1562	13.252	15.174	1207.67	7.4	796.36298	4103	216000	1501.276	1003729	0.251641101	40838.31432	182.7964092	100	2325.692	2262.957	11.016	12.372	4.372	 
232	1939351	47.88	191.722	11.6835	8.1405	12.273	15.281	1193.95	7.5	796.36298	4103	216000	1501.276	1003729	0.251288847	40146.59824	179.5956637	100	2308.978	2254.947	10.852	11.793	4.369	 
233	1939351	48.104	192.713	11.7094	8.1179	12.27	14.747	1182.23	7.5	796.36298	4103	216000	1501.276	1003729	0.246201539	40229.45484	177.6192162	100	2302.968	2247.165	10.464	11.495	4.371	 
234	1939351	48.3	193.633	11.7103	8.1215	12.747	14.85	1185.35	7.3	796.36298	4103	216000	1501.276	1003729	0.233211599	41176.78155	181.6884869	100	2305.236	2247.674	10.101	10.91	4.368	 
235	1939351	48.51	194.552	11.7455	8.1145	13.055	15.103	1183.21	7.3	796.36298	4103	216000	1501.276	1003729	0.229533029	41428.77899	181.4631621	100	2330.247	2257.763	9.704	10.396	4.365	 
236	1939351	48.72	195.541	11.7786	8.0973	13.034	14.876	1182.15	7.4	796.36298	4103	216000	1501.276	1003729	0.231716812	41747.33771	179.1988881	100	2363.84	2272.316	8.755	9.867	4.362	 
237	1939351	48.916	196.459	11.7764	8.1088	12.879	15.003	1192.36	7.6	796.36298	4103	216000	1501.276	1003729	0.246882259	41198.8001	177.0910285	100	2384.71	2280.078	8.151	9.522	4.358	 
238	1939351	49.126	197.377	11.8013	8.1374	13.099	15.986	1211.05	7.6	796.36298	4103	216000	1501.276	1003729	0.246360182	41583.9838	180.4141009	100	2397.162	2284.887	7.869	8.996	4.356	 
239	1939351	49.336	198.364	11.8061	8.1625	13.709	16.816	1233.11	7.5	796.36298	4103	216000	1501.276	1003729	0.241741036	42891.41556	185.7943957	100	2398.358	2285.008	7.526	8.413	4.353	 
240	1939351	49.546	199.351	11.8074	8.1699	14.432	16.761	1240.32	7.6	796.36298	4103	216000	1501.276	1003729	0.253165303	42698.10585	184.4201928	100	2388.979	2284.953	7.427	8.146	4.35	 
241	1939351	49.742	200.267	11.7883	8.1669	15.593	16.773	1237.27	7.9	796.36298	4103	216000	1501.276	1003729	0.297590197	42977.12766	174.4637891	100	2366.815	2275.265	6.946	7.501	4.355	 
242	1939351	49.952	201.255	11.7677	8.1632	16.683	17.088	1228.84	7.5	796.36298	4103	216000	1501.276	1003729	0.257637018	43000.84764	183.9781324	100	2343.549	2265.774	6.53	7.378	4.359	 
243	1939351	50.162	202.174	11.7588	8.169	17.264	16.751	1237.98	7.6	796.36298	4103	216000	1501.276	1003729	0.274135808	43534.17996	181.6668991	100	2326.57	2260.349	5.982	7.193	4.369	 
244	1939351	50.372	203.094	11.7549	8.1692	16.625	16.192	1234.92	7.5	796.36298	4103	216000	1501.276	1003729	0.263326713	43308.99038	183.5716641	100	2317.989	2258.118	4.86	6.432	4.369	 
245	1939351	50.582	204.013	11.767	8.1776	15.99	15.723	1244.59	7.7	796.36298	4103	216000	1501.276	1003729	0.284413949	43487.96045	179.1269046	100	2316.907	2262.783	2.81	5.735	4.37	 
246	1939351	50.778	205.004	11.7452	8.1937	14.652	15.385	1262.33	7.9	796.36298	4103	216000	1501.276	1003729	0.321521182	43323.75079	174.1418653	100	2335.652	2273.452	1.34	5.212	4.37	 
247	1939351	50.988	205.924	11.7586	8.2146	13.359	15.496	1282.12	7.8	796.36298	4103	216000	1501.276	1003729	0.295808365	43304.18152	181.4411428	100	2372.792	2283.057	0.689	3.845	4.367	 
248	1939351	51.198	206.914	11.7703	8.2246	12.139	16.108	1292.75	8	796.36298	4103	216000	1501.276	1003729	0.321249025	42941.33125	177.3232323	100	2399.017	2294.744	0.497	1.981	4.363	 
249	1939351	51.394	207.762	11.7772	8.2238	11.506	16.482	1293.42	8	796.36298	4103	216000	1501.276	1003729	0.309882814	42626.38123	179.1180267	100	2417.636	2299.433	0.438	1.019	4.362	 
250	1939351	51.604	208.751	11.7917	8.2117	12.542	17.303	1281.5	8	796.36298	4103	216000	1501.276	1003729	0.303275183	42632.26006	178.881795	100	2418.739	2294.321	0.355	0.586	4.363	 
251	1939351	51.814	209.67	11.8042	8.1827	13.268	17.305	1255.63	7.9	796.36298	4103	216000	1501.276	1003729	0.280546177	42402.50927	179.6486177	100	2399.511	2287.556	0.341	0.408	4.372	 
252	1939351	52.01	210.662	11.7943	8.1691	13.277	16.037	1243.26	7.7	796.36298	4103	216000	1501.276	1003729	0.262004233	42423.38717	182.0245507	100	2373.287	2284.789	0.339	0.35	4.378	 
253	1939351	52.22	211.584	11.7964	8.1548	13.674	15.457	1232.85	7.8	796.36298	4103	216000	1501.276	1003729	0.273806419	42529.16629	177.2208636	100	2342.238	2282.174	0.339	0.34	4.38	 
254	1939351	52.43	212.506	11.7866	8.1439	13.509	15.783	1229.73	7.9	796.36298	4103	216000	1501.276	1003729	0.282412673	42262.81361	174.6863269	100	2320.008	2270.917	0.339	0.339	4.384	 
255	1939351	52.64	213.429	11.7881	8.1521	13.421	15.29	1234.54	7.7	796.36298	4103	216000	1501.276	1003729	0.263029641	42493.8165	180.0371658	100	2315.987	2259.743	0.339	0.339	4.384	 
256	1939351	52.85	214.423	11.7967	8.1654	13.489	15.263	1240.15	7.7	796.36298	4103	216000	1501.276	1003729	0.264987351	42680.73252	180.5349271	100	2315.724	2257.138	0.339	0.339	4.379	 
257	1939351	53.046	215.345	11.8056	8.1739	13.844	16.132	1247.2	7.8	796.36298	4103	216000	1501.276	1003729	0.274796308	42798.4146	179.5299678	100	2322.839	2259.239	0.339	0.339	4.38	 
258	1939351	53.256	216.267	11.8089	8.1698	15.021	16.299	1242.04	7.8	796.36298	4103	216000	1501.276	1003729	0.279047324	43140.16592	178.2995744	100	2347.536	2268.014	0.339	0.339	4.378	 
259	1939351	53.466	217.26	11.8232	8.1607	15.717	16.291	1237.44	7.8	796.36298	4103	216000	1501.276	1003729	0.278307259	43444.48817	177.5421218	100	2372.939	2279.002	0.339	0.339	4.382	 
260	1939351	53.676	218.182	11.8365	8.1529	15.379	16.391	1235.56	7.7	796.36298	4103	216000	1501.276	1003729	0.261858132	43353.36027	180.584038	100	2391.43	2286.691	0.339	0.339	4.384	 
261	1939351	53.886	219.105	11.8292	8.1525	15.046	16.617	1239.18	7.8	796.36298	4103	216000	1501.276	1003729	0.270246723	43208.11426	179.0054164	100	2396.396	2291.99	0.339	0.339	4.384	 
262	1939351	54.096	220.099	11.8471	8.1696	13.966	15.635	1248.43	8	796.36298	4103	216000	1501.276	1003729	0.295219492	43317.05607	173.6097444	100	2401.208	2294.161	0.339	0.339	4.381	 
263	1939351	54.306	221.021	11.8573	8.1873	13.207	15.35	1267.16	8	796.36298	4103	216000	1501.276	1003729	0.294833657	43626.4319	175.858119	100	2399.299	2290.375	0.339	0.339	4.38	 
264	1939351	54.502	221.944	11.8528	8.2202	8.5	14.92	1305.83	8.2	796.36298	4103	216000	1501.276	1003729	0.310335091	42697.76868	176.233569	100	2387.288	2287.69	0.339	0.339	4.383	 
265	1939351	54.712	222.865	11.8491	8.2442	7.301	15.356	1327.97	8.1	796.36298	4103	216000	1501.276	1003729	0.290541677	42559.52335	183.6487378	100	2369.981	2279.999	0.339	0.339	4.362	 
266	1939351	54.922	223.854	11.8345	8.2426	10.739	16.903	1322.86	8.3	796.36298	4103	216000	1501.276	1003729	0.37319121	43373.69405	171.7971678	100	2347.301	2271.958	0.339	0.339	4.362	 
267	1939351	55.132	224.772	11.8271	8.2456	13.227	17.475	1324.05	8.2	796.36298	4103	216000	1501.276	1003729	0.368478784	44247.4314	174.0393899	100	2328.587	2268.124	0.339	0.339	4.368	 
268	1939351	55.342	225.692	11.8226	8.2436	15.297	17.367	1323.79	7.9	796.36298	4103	216000	1501.276	1003729	0.308831482	45128.01668	184.564256	100	2321.817	2265.951	0.339	0.339	4.372	 
269	1939351	55.552	226.684	11.8365	8.2367	15.579	17.051	1319.73	8	796.36298	4103	216000	1501.276	1003729	0.327000733	45360.82297	179.9696763	100	2324.268	2264.682	0.339	0.339	4.379	 
270	1939351	55.748	227.606	11.8194	8.2409	13.34	15.926	1329.77	8.1	796.36298	4103	216000	1501.276	1003729	0.351008846	44903.77755	176.5968678	100	2327.156	2264.722	0.339	0.339	4.377	 
271	1939351	55.944	228.527	11.828	8.2539	10.49	15.08	1347.12	8.2	796.36298	4103	216000	1501.276	1003729	0.365865432	44445.45673	175.404719	100	2333.635	2268.227	0.339	0.339	4.37	 
272	1939351	56.154	229.447	11.9177	8.287	6.876	15.796	1387.88	8.2	796.36298	4103	216000	1501.276	1003729	0.300691211	44296.80509	188.2473071	100	2348.485	2276.45	0.339	0.339	4.364	 
273	1939351	56.364	230.364	11.9291	8.3172	2.432	16.673	1426.75	8.8	796.36298	4103	216000	1501.276	1003729	0	0	0	100	2369.458	2285.377	0.339	0.339	4.359	 
